,nom,ref,bp,married,age_married,where_met_spouse,how_met_spouse,married_before,times_married_before,prev_spouse_dead,prev_spouse_div,polygamy_ever,clan.x,clan_mum,clan_dad,clan_spouse,ref_spouse,bp_spouse,kids.x,kids_alive.x,camp_name.x,house_num,house_ppl,time_camp,sex.x,age_group.x,region,year,clan.y,camp_name.y,sex.y,age_group.y,kids.y,kids_alive.y,residence_camp,camp_region,loc,people_number_2022,set_type
203,Bouma,MI155,Minganga,1,Enfant,Minganga,funeral,0,NA,NA,NA,0,Etombe,Boudjali,Etombe,Bolobe,21,Minganga,NA,4,Bouma,1,6,2,F,Adulte,Minganga,2023,Etombe,Bouma,F,Adulte,1,4,Bouma,C,V,21,village_camp
204,Bouma,MI160,Mossombo,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,1,Boussoumbou,,Boussoumbou,,28,Impfondo,NA,5,Bouma,2,6,2,M,Adulte,Minganga,2023,Boussoumbou,Bouma,M,Adulte,1,5,Bouma,C,V,21,village_camp
205,Bouma,MI161,,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,0,Engando,,,,27,Mossombo,NA,5,Bouma,2,6,1,F,Adulte,Minganga,2023,Engando,Bouma,F,Adulte,1,5,Bouma,C,V,21,village_camp
206,Bouma,MI162,Mossombo,1,Adolescent,Mossombo,village,1,1,1,NA,0,Bombingo,Djoko,Bombingo,Bodzoyi,NA,Mossombo,NA,5,Bouma,5,1,2,F,Personne agee,Minganga,2023,Bombingo,Bouma,F,Personne agee,1,5,Bouma,C,V,21,village_camp
207,Mbili,MI167,,1,Jeune adulte,Minganga,En cours de route,1,1,1,NA,0,Bokokoto,,Bokokoto,,NA,Bomassa,NA,0,Mbila,1,1,2,F,Personne agee,Minganga,2023,Bokokoto,Mbila,F,Personne agee,0,0,Mbila,C,V,15,village_camp
208,Mbila,MI168,Mossombo,1,Adolescent,Mbili,school,0,NA,NA,NA,1,Bombito,Bokokoto,Bombito,Etombe,36,Mbili,NA,7,Mbila,2,7,2,M,Adulte,Minganga,2023,Bombito,Mbila,M,Adulte,1,7,Mbila,C,V,15,village_camp
209,Mbila,MI169,Mbili,1,Adolescent,Mbili,school,0,NA,NA,NA,0,Etombe,,Etombe,Bombito,35,Mossombo,NA,6,Mbila,2,7,2,F,Adulte,Minganga,2023,Etombe,Mbila,F,Adulte,1,6,Mbila,C,V,15,village_camp
210,Mbila,MI175,,1,Adolescent,Mbili,home_visit,1,1,NA,1,0,Bomambe,Etombe,Bomambe,Bombito,43,Mossombo,NA,4,Mbila,3,4,2,M,Adulte,Minganga,2023,Bomambe,Mbila,M,Adulte,1,4,Mbila,C,V,15,village_camp
211,Mbila,MI176,Mossombo,1,Adolescent,Mbili,home_visit,0,NA,NA,NA,0,Bombito,Bokokoto,Bombito,Bomambe,42,Mbili,NA,4,Mbila,3,4,2,F,Adulte,Minganga,2023,Bombito,Mbila,F,Adulte,1,4,Mbila,C,V,15,village_camp
212,Mbila,MI177,Mossombo,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,0,Bodzoyi,Engouanda,Bodzoyi,Etombe,NA,Mbili,NA,3,Mbila,4,1,2,M,Adulte,Minganga,2023,Bodzoyi,Mbila,M,Adulte,1,3,Mbila,C,V,15,village_camp
213,Bouma,MI178,Mossombo,0,,,,0,NA,NA,NA,0,Boussoumbou,,Boussoumbou,,NA,,NA,0,Bouma,3,2,2,F,Adolescent,Minganga,2023,Boussoumbou,Bouma,F,Adolescent,0,0,Bouma,C,V,21,village_camp
214,Bouma,MI179,Mossombo,0,,,,0,NA,NA,NA,0,Mokota,Bodzoyi,Mokota,,NA,,NA,0,Bouma,3,2,2,F,Adolescent,Minganga,2023,Mokota,Bouma,F,Adolescent,0,0,Bouma,C,V,21,village_camp
215,Bouma,MI180,Mossombo,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,0,Bombingo,Boussoumbou,Bombingo,Bodzoyi,50,Mossombo,NA,3,Bouma,4,5,2,F,Adulte,Minganga,2023,Bombingo,Bouma,F,Adulte,1,3,Bouma,C,V,21,village_camp
216,Bouma,MI181,Mossombo,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,0,Bodzoyi,,Bodzoyi,Bombingo,49,Mossombo,NA,3,Bouma,4,5,2,M,Adulte,Minganga,2023,Bodzoyi,Bouma,M,Adulte,1,3,Bouma,C,V,21,village_camp
217,Ngata,MI15,Mbili,0,,,,0,NA,NA,NA,0,Moudjali,Etombe,Moudjali,,NA,,0,NA,Mbaya,5,4,1,F,Adolescent,Minganga,2022,NA,NA,NA,NA,NA,NA,Mbaya,C,R,35,village_camp
218,Ngata,,Mbili,1,Adolescent,Mbili,funeral,0,NA,NA,NA,0,,Boukoukoua,Etombe,Moudjali,56,Ikelemba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,Ngata,MI8,Mossombo,1,Adolescent,Minganga,funeral,0,NA,NA,NA,0,Bombingo,Boussoumbou,Bombingo,Bomambe,58,Mbili,1,NA,Makossa3,1,5,3,F,Adulte,Minganga,2022,NA,NA,NA,NA,NA,NA,Makossa3,C,F,16,forest_camp
220,Essesse,MI10,Mbili,1,Adolescent,Mbili,foraging,1,1,1,NA,0,Bomambe,Etombe,Bomambe,,61,Mbili,1,NA,Makossa1,1,4,2,M,Adulte,Minganga,2022,NA,NA,NA,NA,NA,NA,Makossa1,C,F,9,forest_camp
221,Essesse,MI11,Minganga,1,Adulte,Mossombo,funeral,1,1,1,NA,0,Boukoukoua,Baba,Boukoukoua,,NA,Toukoulaka,1,NA,Makossa3,1,5,1,F,Personne agee,Minganga,2022,NA,NA,NA,NA,NA,NA,Makossa3,C,F,16,forest_camp
222,Essesse,MI13,Mbili,1,Adolescent,Mbili,funeral,0,NA,NA,NA,0,Bonganda,Boukoukoua,Bonganda,Bomambe,59,Mbili,1,NA,Makossa1,1,4,2,F,Adulte,Minganga,2022,NA,NA,NA,NA,NA,NA,Makossa1,C,F,9,forest_camp
223,Essesse,MI187,Mbili,1,Adolescent,Mbili,home_visit,0,NA,NA,NA,0,Bonganda,Bokokoto,Bonganda,Boukoukoua,63,Mossombo,NA,5,Essesse,1,6,2,M,Adulte,Minganga,2023,Bonganda,Essesse,M,Adulte,1,5,Essesse,C,V,24,village_camp
224,Essesse,MI188,Mossombo,1,Enfant,Mossombo,funeral,0,NA,NA,NA,0,Boukoukoua,Bombito,Boukoukoua,Bonganda,62,Mbili,NA,5,Essesse,1,6,2,F,Adulte,Minganga,2023,Boukoukoua,Essesse,F,Adulte,1,5,Essesse,C,V,24,village_camp
225,Essesse,MI22,Minganga,1,Adolescent,Mossombo,home_visit,0,NA,NA,NA,0,Bonganda,,Bonganda,Bodzoyi,65,Mossombo,1,NA,Mbaya,3,3,2,M,Adulte,Minganga,2022,NA,NA,NA,NA,NA,NA,Mbaya,C,R,35,village_camp
226,Essesse,MI189,Mossombo,1,Adolescent,Mossombo,home_visit,0,NA,NA,NA,0,Bodzoyi,,,Bonganda,64,Mbili,NA,2,Essesse,2,4,2,F,Adolescent,Minganga,2023,Bodzoyi,Essesse,F,Adolescent,1,2,Essesse,C,V,24,village_camp
227,Essesse,MI192,Toukoulaka,1,Adolescent,Attention,home_visit,0,NA,NA,NA,0,Bokobia,Boussoumbou,Bokobia,Ngouanda,71,Attention,NA,0,Essesse,3,2,2,F,Adolescent,Minganga,2023,Bokobia,Essesse,F,Adolescent,0,0,Essesse,C,V,24,village_camp
228,Essesse,,Attention,1,Adolescent,Bène,foraging,0,NA,NA,NA,0,Bonganda,,Bonganda,Bopo,69,Toukoulaka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,Ngata,MI6,Mbili,1,Adolescent,Mbili,home_visit,0,NA,NA,NA,0,Bokokoto,Etombe,Bokokoto,Bombingo,75,Mossombo,1,NA,Makossa3,3,4,2,F,Adulte,Minganga,2022,NA,NA,NA,NA,NA,NA,Makossa3,C,F,16,forest_camp
230,Essesse,MI196,Mbili,0,,,,0,NA,NA,NA,0,Bonganda,Boukoukoua,Bonganda,,NA,,NA,0,Essesse,3,2,2,F,Adolescent,Minganga,2023,Bonganda,Essesse,F,Adolescent,0,0,Essesse,C,V,24,village_camp
231,Essesse,MI195,Mbili,0,,,,0,NA,NA,NA,0,Bokokoto,Boukoukoua,Bokokoto,,NA,,NA,0,Essesse,4,5,1,M,Adulte,Minganga,2023,Bokokoto,Essesse,M,Adulte,0,0,Essesse,C,V,24,village_camp
232,Essesse,MI197,Mbili,0,,,,0,NA,NA,NA,0,Bonga,Bokokoto,Bonga,,NA,,NA,0,Essesse,3,2,2,F,Adulte,Minganga,2023,Bonga,Essesse,F,Adulte,0,0,Essesse,C,V,24,village_camp
233,Essesse,MI198,Mbili,1,Adolescent,Mbili,funeral,0,NA,NA,NA,0,Bonganda,Bokokoto,Bonganda,Djoko,NA,Ikelemba,NA,5,Essesse,4,3,2,F,Adulte,Minganga,2023,Bonganda,Essesse,F,Adulte,1,5,Essesse,C,V,24,village_camp
234,Mbaya,MI17,Mossombo,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,0,Bombingo,Bopolo,Bombingo,Bomboko,84,Mossombo,1,NA,Mbaya,1,3,5,M,Personne agee,Minganga,2022,NA,NA,NA,NA,NA,NA,Mbaya,C,R,35,village_camp
235,Mbaya,MI21,Mossombo,1,Adolescent,Mossombo,funeral,1,1,NA,1,0,Bomboko,Sambala,Bomboka,,83,Mossombo,1,NA,Mbaya,1,3,5,F,Personne agee,Minganga,2022,NA,NA,NA,NA,NA,NA,Mbaya,C,R,35,village_camp
236,Mbaya,MI92,Mossombo,1,Adulte,Mbaya,funeral,0,NA,NA,NA,0,Bombingo,Bomboko,Bombingo,Bokokoto,NA,Mbili,1,NA,Mbaya,2,3,5,F,Adulte,Minganga,2022,NA,NA,NA,NA,NA,NA,Mbaya,C,R,35,village_camp
237,Mbaya,MI86,,1,Adolescent,Minganga,funeral,1,1,NA,1,0,Bombingo,Bomboko,Bombingo,,NA,Minganga,1,NA,Mbaya,6,4,5,F,Adulte,Minganga,2022,NA,NA,NA,NA,NA,NA,Mbaya,C,R,35,village_camp
238,Mbaya,MI20,,1,Adolescent,Kabo,bar,0,NA,NA,NA,0,NA,,Bopo,,89,Minganga,NA,NA,Mbaya,1,3,5,F,Adolescent,Minganga,2022,NA,NA,NA,NA,NA,NA,Mbaya,C,R,35,village_camp
239,Mbaya,,Mbaya,0,,,,0,NA,NA,NA,0,Bokokoto,Bombingo,Bokokoto,,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,Mbaya,MI203,,1,Adolescent,Kabo,bar,0,NA,NA,NA,0,Bodzoyi,Boussoumbou,Botoukou,Bopo,87,,NA,0,Mbaya,1,2,2,M,Adolescent,Minganga,2023,Bodzoyi,Mbaya,M,Adolescent,0,0,Mbaya,C,R,35,village_camp
241,Bilikombo1,MI205,Mossombo,1,Adulte,Mossombo,funeral,0,NA,NA,NA,0,Boussoumbou,Engouanda,Boussoumbou,Bombingo,95,Mossombo,NA,6,Bylikombo1,1,6,2,M,Adulte,Minganga,2023,Boussoumbou,Bylikombo1,M,Adulte,1,6,Bylikombo1,C,R,11,village_camp
242,Bilikombo1,MI206,Mossombo,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,0,Bombingo,Embete,Bombingo,Boussoumbou,94,Mossombo,NA,6,Bylikombo1,1,6,2,F,Adulte,Minganga,2023,Bombingo,Bylikombo1,F,Adulte,1,6,Bylikombo1,C,R,11,village_camp
243,Bylikombo1,MI207,Mossombo,1,Adulte,Mossombo,funeral,0,NA,NA,NA,0,Botoukou,Bokota,Botoukou,Bombingo,98,Mossombo,NA,5,Bylikombo1,2,6,1,M,Adulte,Minganga,2023,Botoukou,Bylikombo1,M,Adulte,1,5,Bylikombo1,C,R,11,village_camp
244,Bilikombo1,MI209,Mossombo,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,0,Bombingo,Bomambe,Bombingo,Botoukou,96,Mossombo,NA,5,Bylikombo1,2,6,1,F,Adulte,Minganga,2023,Bombingo,Bylikombo1,F,Adulte,1,5,Bylikombo1,C,R,11,village_camp
245,Bylikombo2,MI210,,0,,,,0,NA,NA,NA,0,Etombe,,,,NA,,NA,4,Bylikombo2,1,1,2,F,Personne agee,Minganga,2023,Etombe,Bylikombo2,F,Personne agee,1,4,Bylikombo2,C,R,18,village_camp
246,Bylikombo1,MI211,,0,,,,0,NA,NA,NA,0,Bossombo,,,,NA,,0,3,Bylikombo1,4,5,1,F,Adulte,Minganga,2023,Boussoumbou,Bylikombo1,F,Adulte,1,3,Bylikombo1,C,R,11,village_camp
247,Bilikombo1,MI212,,0,,,,0,NA,NA,NA,0,Bossombo,,,,NA,,0,0,Bylikombo1,5,1,1,M,Adolescent,Minganga,2023,Boussoumbou,Bylikombo1,M,Adolescent,0,0,Bylikombo1,C,R,11,village_camp
248,Bylikombo2,MI216,,0,,,,0,NA,NA,NA,0,Engando,,,,NA,,NA,4,Bylikombo2,2,3,1,M,Adulte,Minganga,2023,Engando,Bylikombo2,M,Adulte,1,4,Bylikombo2,C,R,18,village_camp
249,Bylikombo2,MI29,Mossombo,1,,,funeral,0,NA,NA,NA,0,Bombingo,,,Bokota,108,Mossombo,1,NA,Bylikombo2,1,5,2,M,Adulte,Minganga,2022,NA,NA,NA,NA,NA,NA,Bylikombo2,C,R,18,village_camp
250,Bylikombo2,MI28,Mossombo,1,,,funeral,0,NA,NA,NA,0,Bokota,,,Bombingo,107,Mossombo,1,NA,Bylikombo2,1,5,2,F,Personne agee,Minganga,2022,NA,NA,NA,NA,NA,NA,Bylikombo2,C,R,18,village_camp
251,Ngata,MI185,,1,Adolescent,Mossombo,funeral,1,1,NA,1,0,Bomambe,Bombito,Bomambe,Bombingo,57,Mossombo,NA,1,Ngata,2,3,2,M,Adolescent,Minganga,2023,Bomambe,Ngata,M,Adolescent,1,1,Ngata,C,V,14,village_camp
